Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677757817	1	25207	30024	0	79136	2027165	0	0	0	0	0	0	0	0	0	2	2
1677757819	3	522741	584336	0	19240624	68395832	0	66305	4096	6072	77	6588	79	14	4	1	138
1677757821	5	401164	638636	0	19290220	75468526	0	67112	4096	176333	757	177365	761	14	5	1	138
1677757823	7	432765	675464	0	20626496	75564955	0	77929	4096	23204686	13081	8860172	5307	14	5	1	156
1677757825	9	432785	675484	0	20626496	75646707	0	89809	4096	53184153	35855	9857230	12170	14	5	1	156
1677757827	11	432789	675488	0	20626496	75728459	0	101689	4096	81895806	57303	10754701	18180	14	6	1	156
1677757829	13	432789	675488	0	20626496	75811799	0	113569	4096	98244611	69668	11277410	21727	14	6	1	156
1677757831	15	432793	675492	0	20626496	75893548	0	125449	4096	125469232	89707	12079247	26979	14	6	1	156
1677757833	17	432797	675496	0	20626496	75972118	0	136141	4096	151832697	109053	12847587	31934	14	6	1	156
1677757835	19	432805	675504	0	20626496	76053870	0	148021	4096	181382678	130784	13723490	37661	14	6	1	156
1677757837	21	432821	675520	0	20626496	76137207	0	159901	4096	208033999	150268	14503839	42692	14	6	1	156
1677757839	23	432829	675528	0	20626496	76218956	0	171913	4096	236677855	171095	15327078	47970	14	6	1	156
1677757841	25	432841	675540	0	20627520	76300708	0	183859	4096	267047472	193200	16196807	53565	14	6	1	156
1677757843	27	432849	675548	0	20627520	76382460	0	196135	4096	297283218	215172	17051191	58984	14	6	1	156
1677757845	29	432857	675556	0	20627520	76465800	0	208015	4096	326925528	236692	17896097	64356	14	6	1	156
1677757847	31	432865	675564	0	20627520	76547546	0	219895	4096	359450081	260207	18804117	70086	14	7	1	156
1677757849	33	432877	675576	0	20627520	76626116	0	230587	4096	382455255	276954	19461483	74267	14	7	1	156
1677757851	35	432885	675584	0	20627520	76707865	0	242467	4096	413742452	299631	20348184	79892	14	7	1	156
1677757853	37	432893	675592	0	20627520	76791205	0	254347	4096	445121992	322352	21222500	85396	14	7	1	156
1677757855	39	432901	675600	0	20627520	76872957	0	266227	4096	474605656	343700	22054464	90669	14	7	1	156
1677757857	41	432913	675612	0	20627520	76954710	0	278107	4096	507617970	367572	22979660	96497	14	7	1	156
1677757859	43	432925	675624	0	20627520	77036482	0	290119	4096	528825110	383033	23583373	100369	14	7	1	156
1677757861	45	432933	675632	0	20627520	77119863	0	301999	4096	554720074	401850	24304575	104921	14	7	1	156
1677757863	47	432933	675632	0	20627520	77201688	0	313879	4096	576700490	417880	24935974	108981	14	7	1	156
1677757865	49	433021	675720	0	20627520	77280330	0	325033	4096	603110406	437012	25681498	113704	14	8	1	156
