Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677761367	1	355653	358280	0	507812	2672318	0	34536	0	75	1	443	3	0	0	1	1
1677761369	3	342264	587020	0	21010824	68458343	0	156005	4096	15672	206	17158	213	14	4	1	162
1677761371	5	374888	656564	0	21734040	75694578	0	156937	4096	706372	3226	708436	3236	14	5	1	171
1677761373	7	392808	679592	0	22399820	76029303	0	168223	4096	78734830	55122	14982000	21316	14	5	1	180
1677761375	9	392844	679628	0	22399820	76328157	0	180103	4096	187234058	136674	18606148	46407	14	6	1	180
1677761377	11	392852	679636	0	22399820	76625412	0	192577	4096	286672448	210264	21769046	67673	14	6	1	180
1677761379	13	392852	679636	0	22399820	76927410	0	204457	4096	386645643	283678	24878591	88449	14	6	1	180
1677761381	15	392872	679656	0	22399820	77209393	0	215149	4096	478694974	350885	27697008	107109	14	6	1	180
1677761383	17	392884	679668	0	22399820	77510776	0	227029	4096	584032148	427469	30872634	127927	14	6	1	180
1677761385	19	392896	679680	0	22399820	77808088	0	238909	4096	692561336	505572	33986388	147920	14	6	1	180
1677761387	21	393820	680604	0	22400844	78547684	0	250789	4096	784748854	572026	36681877	165208	14	6	1	180
1677761389	23	393860	680644	0	22400844	78844972	0	262669	4096	880969113	641287	39460109	182997	14	6	1	180
1677761391	25	392573	680672	0	22400844	79143847	0	274549	4096	979802343	712478	42315651	201336	14	7	1	180
1677761393	27	390945	680700	0	22400844	79441212	0	286825	4096	1028090223	747393	43695127	210271	14	7	1	180
1677761395	29	390749	680724	0	22400844	79728304	0	297715	4096	1045274786	759956	44202306	213528	14	7	1	180
1677761397	31	390716	680756	0	22400844	80029997	0	309595	4096	1046040221	760847	44262438	214022	14	7	1	180
1677761399	33	390674	680784	0	22400844	80327664	0	321475	4096	1046080993	761223	44303726	214400	14	7	1	180
1677761401	35	390689	680812	0	22400844	80630290	0	333355	4096	1071579323	778533	44426352	215700	14	7	1	180
1677761403	37	390705	680840	0	22400844	80927802	0	345235	4096	1476175126	1046567	45660763	229038	14	8	1	180
1677761405	39	390729	680864	0	22400844	81226562	0	357115	4096	2134860211	1482667	47755860	251703	14	8	1	180
1677761407	41	390752	680888	0	22400844	81523610	0	368995	4096	3010709364	2062401	50634118	282895	15	8	1	180
1677761409	43	390784	680920	0	22400844	81810370	0	379753	4096	3759120782	2557798	53006720	308480	15	8	1	180
1677761411	45	390820	680956	0	22400844	82111760	0	392161	4096	4658790360	3153368	55606525	336538	15	8	1	180
1677761413	47	390852	680988	0	22400844	82409071	0	404041	4096	5529515274	3729768	58246349	365028	15	8	1	180
1677761415	49	390868	681004	0	22400844	82711168	0	415921	4096	6375777551	4289944	61016128	394961	15	8	1	180
1677761417	51	390900	681036	0	22400844	83008484	0	427801	4096	7202864964	4837413	63465122	421325	15	9	1	180
1677761419	53	390988	681124	0	22401868	83327341	0	439681	4096	7972012087	5346601	65734484	445570	15	9	1	180
1677761421	55	391032	681168	0	22401868	83624669	0	451561	4096	8667380932	5807025	67813989	467916	15	9	1	180
1677761423	57	391048	681184	0	22401868	83926715	0	463441	4096	9511778674	6366032	70296319	494653	15	9	1	180
1677761425	59	391068	681204	0	22401868	84211220	0	474265	4096	10245334337	6851609	72326555	516235	15	9	1	180
1677761427	61	391104	681240	0	22401868	84510068	0	486607	4096	11128606534	7436274	74747682	542141	15	9	1	180
1677761429	63	391136	681272	0	22401868	84807324	0	498487	4096	11966787605	7991097	77052185	566883	15	9	1	180
