Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677752302	1	244238	246508	0	458140	2600563	0	34540	0	0	0	0	0	0	0	1	1
1677752304	3	522177	526112	0	1122828	37270399	0	36286	0	44698	66	10740	60	0	1	1	6
1677752306	5	589389	593324	0	1251864	39435023	0	36332	0	44914	69	11935	66	0	3	1	6
1677752308	7	606845	610780	0	1269404	39435023	0	36332	0	45139	72	12742	72	0	5	1	6
1677752310	9	638321	642256	0	1299092	39435023	0	36378	0	45430	76	13747	79	0	7	1	6
1677752312	11	644941	648876	0	1305680	39435023	0	36378	0	49860	97	16310	104	0	9	1	6
1677752314	13	665449	669384	0	1501732	39663588	0	36978	0	300782	372	45171	307	0	11	1	6
1677752316	15	674697	678632	0	1540260	39703158	0	37086	0	344526	425	51275	350	0	12	1	6
1677752318	17	674697	678632	0	1540260	39703830	0	37086	0	346497	441	54724	371	0	12	1	6
1677752320	19	695829	699764	0	2626496	41117774	0	37212	0	1870806	1792	158237	1014	0	14	1	21
1677752322	21	1459825	1463760	0	3348280	920667272	0	37212	0	934416080	618003	1487194	16240	0	30	1	21
1677752324	23	1500605	1504540	0	3248304	1850308502	0	37212	0	1920088161	1269556	3076861	34096	1	48	1	21
1677752326	25	1538305	1542240	0	3459956	2648736179	0	37212	0	2766639001	1829157	4402563	48985	1	64	1	21
1677752328	27	1550429	1554364	0	3459956	3056100365	0	37212	0	3198546866	2114549	5016788	56035	2	75	1	21
1677752330	29	1502493	1506428	0	3066740	3517558738	0	37212	0	3687828105	2438120	5839459	65107	2	83	1	21
1677752332	31	1538749	1542684	0	3328884	4460059209	0	37212	0	4687127319	3098576	7515670	83929	2	102	1	21
1677752334	33	1532937	1536872	0	3132276	5364450846	0	37212	0	5646028564	3732444	8933145	99709	3	119	1	21
1677752336	35	1553397	1557332	0	3394420	6266445215	0	37212	0	6602506965	4364605	10354331	115723	3	138	1	21
1677752338	37	1565321	1569256	0	3394420	6664986723	0	37212	0	7024937828	4643790	11031458	123438	3	147	1	21
1677752340	39	1453773	1457708	0	2858948	7042109243	0	37212	0	7424819524	4908295	11733357	131100	4	153	1	21
1677752342	41	1551893	1555828	0	3289740	7986834174	0	37212	0	8426453056	5570185	13081750	146371	4	172	1	21
1677752344	43	1527369	1531304	0	3060180	8979354737	0	37212	0	9478792019	6265776	14662265	164066	4	191	1	21
1677752346	45	1567945	1571880	0	3520064	9935795798	0	37212	0	10493322770	6936295	16025838	179489	5	210	1	21
1677752348	47	1550773	1554708	0	3257920	10828238894	0	37212	0	11439099971	7561453	17337970	194067	5	227	1	21
1677752350	49	1554825	1558760	0	3471376	11800420224	0	37228	0	12470008628	8242864	18757157	209995	6	247	1	21
1677752352	51	1578801	1582736	0	3500676	12737858847	0	37228	0	13463890139	8899747	20230239	226636	6	266	1	21
1677752354	53	1554201	1558136	0	3378032	13429327629	0	37228	0	14196944223	9384267	21358739	239335	7	282	1	21
1677752356	55	1590397	1594332	0	3386672	14304340383	0	37228	0	15124689126	9997454	22581304	253092	7	299	1	21
1677752358	57	1590725	1594660	0	3426532	15252107879	0	37228	0	16129572136	10661610	23873991	267668	8	320	1	21
1677752360	59	1572505	1576440	0	3390212	16116774622	0	37228	0	17046791413	11267888	25136097	281794	8	338	1	21
1677752362	61	1570181	1574116	0	3390212	17120848162	0	37228	0	18110941378	11971207	26634006	298501	8	358	1	21
1677752364	63	1580421	1584356	0	3398496	18102448652	0	37228	0	19151692901	12659029	28060328	314685	9	378	1	21
1677752366	65	1631429	1635364	0	3595104	19114634330	0	37228	0	20225170399	13368496	29397123	329749	9	399	1	21
1677752368	67	1569821	1573756	0	3107056	19668751134	0	37228	0	20812390947	13756706	30323097	339903	10	411	1	21
1677752370	69	1657325	1661260	0	3584552	20608863591	0	37228	0	21809151699	14415423	31738667	355952	10	430	1	21
1677752372	71	1629157	1633092	0	3523320	21462284147	0	37228	0	22714000543	15013449	32999009	370099	10	448	1	21
1677752374	73	1635957	1639892	0	3457784	22270136648	0	37228	0	23570535016	15579537	34157869	383176	11	463	1	21
1677752376	75	1655621	1659556	0	3523320	23170991244	0	37228	0	24525684490	16210801	35517537	398554	11	482	1	21
1677752378	77	1648549	1652484	0	3588856	24059268935	0	37228	0	25467570900	16833370	36976237	414878	12	500	1	21
1677752380	79	1668933	1672868	0	3588856	24970526122	0	37228	0	26433654550	17471809	38220548	429057	12	518	1	21
1677752382	81	1599289	1603224	0	3282796	25756370172	0	37228	0	27266859479	18022547	39337926	441475	12	533	1	21
1677752384	83	1660889	1664824	0	3522844	26759926491	0	37228	0	28330977162	18725839	40616936	455846	13	553	1	21
1677752386	85	1638913	1642848	0	3508892	27578077432	0	37228	0	29198525371	19299282	41763258	468558	13	570	1	21
1677752388	87	1654897	1658832	0	3582684	28600928426	0	37228	0	30282837729	20015874	43233317	485134	14	590	1	21
1677752390	89	1623321	1627256	0	3320540	29617936259	0	37228	0	31361624456	20728896	44782552	502575	14	610	1	21
1677752392	91	1662833	1666768	0	3507336	30577219969	0	37228	0	32378227252	21400789	46159156	517939	15	629	1	21
1677752394	93	1655645	1659580	0	3396504	31536422853	0	37228	0	33395233734	22072949	47414738	532038	15	648	1	21
1677752396	95	1711405	1715340	0	3517980	32624717570	0	37228	0	34549108838	22835535	49006169	549964	16	668	1	21
1677752398	97	1694549	1698484	0	3522292	33532049466	0	37228	0	35511119602	23471363	50351541	565012	16	685	1	21
1677752400	99	1723669	1727604	0	3653364	34634422831	0	37228	0	36679922623	24243826	51875667	582160	17	705	1	21
1677752402	101	1699657	1703592	0	3391220	35644617290	0	37228	0	37750991947	24951700	53394898	599266	17	723	1	21
1677752404	103	1727969	1731904	0	3522292	36609038533	0	37228	0	38773530846	25627510	54811028	615176	18	742	1	21
1677752406	105	1785733	1789668	0	3587828	37579563413	0	37228	0	39802540208	26307585	56119032	629914	18	760	1	21
1677752408	107	1762225	1766160	0	3456756	38632870785	0	37228	0	40919321207	27045678	57602813	646570	18	780	1	21
1677752410	109	1719929	1723864	0	3432744	39575182182	0	37228	0	41918422422	27706056	59011913	662348	19	797	1	21
1677752412	111	1741577	1745512	0	3593112	40623110115	0	37228	0	43029496571	28440332	60504667	679213	19	817	1	21
1677752414	113	1787385	1791320	0	3593112	41689147482	0	37228	0	44159775776	29187358	62003186	696009	20	835	1	21
1677752416	115	1806017	1809952	0	3789720	42775603286	0	37228	0	45311706006	29948721	63635230	714119	20	853	1	21
1677752418	117	1801801	1805736	0	3658648	43867415834	0	37228	0	46469313755	30713812	65290176	732676	21	872	1	21
1677752420	119	1810553	1814488	0	3658648	44930949832	0	37228	0	47596968105	31459091	66826501	749999	21	890	1	21
1677752422	121	1797573	1801508	0	3527576	45734695533	0	37228	0	48449200144	32022380	68021448	763374	22	904	1	21
1677752424	123	1810305	1814240	0	3724184	46878250719	0	37228	0	49661588756	32823660	69599790	781158	22	923	1	21
1677752426	125	1788085	1792020	0	3462040	47967325871	0	37228	0	50816296541	33586864	71155341	798511	23	942	1	21
1677752428	127	1780761	1784696	0	3396504	49035558660	0	37228	0	51949127686	34335616	72750071	816310	23	961	1	21
1677752430	129	1808197	1812132	0	3658648	50100120069	0	37228	0	53077713510	35081545	74218473	832723	24	979	1	21
1677752432	131	1786545	1790480	0	3527576	51083210345	0	37228	0	54120248526	35770649	75558430	847619	24	996	1	21
1677752434	133	1796461	1800396	0	3527576	52048750841	0	37228	0	55143976380	36447299	76961514	863283	25	1012	1	21
1677752436	135	1785601	1789536	0	3462040	53093323231	0	37228	0	56251248183	37179169	78586629	881468	25	1031	1	21
1677752438	137	1790125	1794060	0	3527576	54144804686	0	37228	0	57366095846	37916013	80131447	898835	26	1049	1	21
1677752440	139	1784829	1788764	0	3527576	55157172510	0	37228	0	58439478201	38625522	81540920	914419	26	1067	1	21
1677752442	141	1796221	1800156	0	3593112	56221211249	0	37228	0	59567638184	39371143	83044176	931256	26	1085	1	21
