ncores,wallclock_time_s,read_rate_MB_s,read_rate_MiB_s,total_read_data_GB,total_read_data_GiB
02,3882,50.14094886888202,47.8181351364918,194.647163509,181.2792974608019
04,2090,93.13244720717702,88.81802292554572,194.646814663,181.27897257264704
08,1367,142.38968965983906,135.7933899496451,194.646705765,181.2788711534813
16,1213,160.46743612943115,153.03367245619884,194.647000025,181.2791452044621
32,1017,191.50451409636185,182.63293656955895,194.760090836,181.38446922972798
64,1121,174.06090402497767,165.99741365907448,195.122273412,181.72177803888917
