Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677891112	1	352991	355800	0	507764	2671234	0	34640	0	75	1	333	2	0	0	1	1
1677891114	3	523964	527892	0	1136740	37277130	0	36386	0	66843	135	20761	152	0	1	1	6
1677891116	5	606584	610512	0	1280004	39441754	0	36432	0	66993	137	22092	161	0	3	1	6
1677891118	7	612776	616704	0	1286024	39441754	0	36432	0	67304	141	22985	168	0	5	1	6
1677891120	9	650304	654232	0	1323572	39441754	0	36432	0	67454	143	23651	172	0	7	1	6
1677891122	11	651868	655796	0	1323572	39441754	0	36478	0	67690	146	24403	177	0	9	1	6
1677891124	13	675852	679780	0	1493724	39628222	0	36978	0	286668	403	52425	369	0	11	1	6
1677891126	15	691912	695840	0	1597636	39739779	0	37248	0	419360	567	70999	501	0	13	1	6
1677891128	17	722016	725944	0	5999996	41340282	0	37328	0	2257838	2557	261950	1766	0	15	1	69
1677891130	19	1671840	1675768	0	6394448	443049826	0	37328	0	435500523	289840	1628776	15712	1	23	1	69
1677891132	21	3828524	3832452	0	8753744	2200792915	0	37328	0	2297450940	1520138	4126037	44459	3	128	1	69
1677891134	23	3996084	4000012	0	9502072	3855924370	0	37328	0	4051910622	2679460	6497189	71673	4	233	1	69
1677891136	25	4084600	4088528	0	9633144	5439310576	0	37328	0	5730983272	3789081	8615173	95745	5	328	1	69
1677891138	27	4088716	4092644	0	9239928	6952483691	0	37328	0	7335217828	4849294	10690430	119269	6	428	1	69
1677891140	29	4122408	4126336	0	9502072	7281637614	0	37328	0	7684076701	5079807	11256298	125791	6	450	1	69
1677891142	31	4133592	4137520	0	9502072	7539826817	0	37328	0	7957893811	5261168	11786406	131144	6	462	1	69
1677891144	33	4013072	4017000	0	7834672	8500827882	0	37328	0	8983977357	5939917	13956398	153781	8	501	1	69
1677891146	35	4234908	4238836	0	8920632	10341916346	0	37328	0	10935930168	7229752	16415543	181979	9	608	1	69
1677891148	37	4332052	4335980	0	9207732	11955516579	0	37328	0	12646770308	8360354	18465509	205313	10	706	1	69
1677891150	39	4356232	4360160	0	9469876	13732252663	0	37328	0	14530581073	9605272	20679733	230531	11	816	1	69
1677891152	41	4239440	4243368	0	8290228	15238692549	0	37328	0	16127897582	10661512	22927839	254792	12	907	1	69
1677891154	43	4172268	4176196	0	8093620	16489764789	0	37328	0	17454402414	11538392	24816488	275623	13	966	1	69
1677891156	45	4327836	4331764	0	9273268	18216770481	0	37328	0	19285567805	12748464	27166921	302378	15	1075	1	69
1677891158	47	4364700	4368628	0	9347756	19853035122	0	37328	0	21020486560	13894872	29434784	328339	16	1171	1	69
1677891160	49	4336464	4340392	0	8955696	21527159555	0	37344	0	22795417647	15068063	32078681	357815	17	1275	1	69
1677891162	51	4302368	4306296	0	8562480	23086431081	0	37344	0	24448895462	16161109	34247305	381771	18	1367	1	69
1677891164	53	4364164	4368092	0	9021232	24802249859	0	37344	0	26268243198	17363525	36657683	408903	19	1472	1	69
1677891166	55	4436488	4440416	0	9221664	26526107675	0	37344	0	28096748360	18571869	39067130	436236	21	1575	1	69
1677891168	57	4400172	4404100	0	9135372	28022590202	0	37344	0	29682395936	19619825	41289193	461316	21	1666	1	69
1677891170	59	4305852	4309780	0	8222000	29458960414	0	37344	0	31205323260	20626590	43438399	485036	22	1748	1	69
1677891172	61	4383376	4387304	0	8680752	31137903704	0	37344	0	32985697717	21803297	45643033	509745	24	1843	1	69
1677891174	63	4461092	4465020	0	9139504	32941055959	0	37344	0	34897427911	23066688	48067150	537182	25	1947	1	69
1677891176	65	4463712	4467640	0	8968824	34660562544	0	37344	0	36720403030	24271421	50570373	565555	26	2052	1	69
1677891178	67	4471864	4475792	0	9042732	36114932987	0	37344	0	38262485317	25290607	52681256	589260	27	2141	1	69
1677891180	69	4580432	4584360	0	8820852	37753751414	0	37344	0	40000050420	26439224	54980079	614366	28	2224	1	69
1677891182	71	4701552	4705480	0	9423068	39471576268	0	37344	0	41821539583	27643036	57260243	640013	29	2314	1	69
1677891184	73	4751416	4755344	0	9362052	41302566046	0	37344	0	43762749810	28925966	59573280	665815	31	2411	1	69
1677891186	75	4767664	4771592	0	9169660	43108890816	0	37344	0	45677939056	30191735	61906200	691923	32	2500	1	69
1677891188	77	4770280	4774208	0	8973052	44971267036	0	37344	0	47652974595	31497172	64487319	720593	33	2597	1	69
1677891190	79	4844740	4848668	0	9628412	46909665975	0	37344	0	49707839534	32855321	67050372	749109	34	2692	1	69
