Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677888922	1	241683	244084	0	458100	2600671	0	34640	0	0	0	0	0	0	0	1	1
1677888924	3	517666	521760	0	1132032	37276981	0	36385	0	65676	136	20534	151	0	1	1	6
1677888926	5	584622	588716	0	1259768	39441605	0	36431	0	65916	139	21703	161	0	3	1	6
1677888928	7	608930	613024	0	1284080	39441605	0	36431	0	66141	142	22510	167	0	5	1	6
1677888930	9	635254	639348	0	1311932	39441605	0	36431	0	66461	146	23352	173	0	7	1	6
1677888932	11	649798	653892	0	1323416	39441605	0	36477	0	66686	149	24159	179	0	9	1	6
1677888934	13	654762	658856	0	1416536	39554886	0	36771	0	207851	348	48696	346	0	11	1	6
1677888936	15	671098	675192	0	1520072	39665446	0	37093	0	334015	486	61533	437	0	12	1	6
1677888938	17	687298	691392	0	1594864	39739733	0	37293	0	421712	593	73532	519	0	14	1	6
1677888940	19	1037802	1041896	0	2476684	352338090	0	37343	0	331957317	219887	644822	6778	0	22	1	13
1677888942	21	1095718	1099812	0	2502392	698057609	0	37343	0	698457647	462137	1153727	12554	0	32	1	13
1677888944	23	1108014	1112108	0	2502392	1074037480	0	37343	0	1097119962	725737	1797513	19772	0	42	1	13
1677888946	25	1102870	1106964	0	2447152	1461687525	0	37343	0	1508149501	997476	2512222	27844	1	52	1	13
1677888948	27	1122954	1127048	0	2447152	1846740678	0	37343	0	1916428932	1267410	3168398	35230	1	62	1	13
1677888950	29	1127106	1131200	0	2451220	2218481818	0	37343	0	2310585128	1527960	3759660	41906	1	72	1	13
1677888952	31	1131390	1135484	0	2516756	2622502818	0	37343	0	2739129413	1811295	4358114	48582	1	83	1	13
1677888954	33	1117954	1122048	0	2385684	3013232163	0	37343	0	3153405193	2085116	4920963	54884	1	93	1	13
1677888956	35	1132642	1136736	0	2451220	3414752771	0	37359	0	3578988735	2366452	5508864	61513	2	104	1	13
1677888958	37	1140114	1144208	0	2516756	3807542596	0	37359	0	3995456499	2641725	6067110	67779	2	114	1	13
1677888960	39	1148466	1152560	0	2516756	4169965671	0	37359	0	4379738398	2895784	6624453	74028	2	124	1	13
1677888962	41	1139962	1144056	0	2516756	4551701395	0	37359	0	4784491957	3163355	7252448	81064	2	134	1	13
1677888964	43	1149454	1153548	0	2516756	4960288622	0	37359	0	5217738812	3449860	7999377	89441	2	145	1	13
1677888966	45	1149906	1154000	0	2454964	5336483724	0	37359	0	5616609750	3713492	8676346	97130	3	154	1	13
1677888968	47	1149966	1154060	0	2461148	5728371701	0	37359	0	6032130613	3988184	9350041	104724	3	165	1	13
1677888970	49	1158798	1162892	0	2526684	6117459405	0	37359	0	6444678612	4260898	10014529	112221	3	175	1	13
1677888972	51	1158798	1162892	0	2526684	6372913377	0	37359	0	6715524808	4439875	10387152	116492	3	183	1	13
1677888974	53	1114558	1118652	0	2413920	6521885314	0	37359	0	6873679907	4544529	10656770	119375	3	186	1	13
1677888976	55	1141326	1145420	0	2512992	6924149728	0	37359	0	7300010692	4826315	11273656	126351	3	198	1	13
1677888978	57	1141962	1146056	0	2447456	7357306759	0	37359	0	7759570250	5130081	11869256	133089	4	208	1	13
1677888980	59	1132022	1136116	0	2512992	7723912000	0	37359	0	8147986669	5386816	12453173	139572	4	218	1	13
1677888982	61	1149586	1153680	0	2517440	8127931139	0	37359	0	8576367769	5670001	13098695	146825	4	229	1	13
1677888984	63	1147922	1152016	0	2517440	8550541194	0	37359	0	9024450848	5966161	13766098	154376	4	240	1	13
1677888986	65	1133078	1137172	0	2451904	8960363121	0	37359	0	9458975351	6253368	14443207	161999	4	250	1	13
1677888988	67	1144746	1148840	0	2517440	9352858788	0	37359	0	9875130898	6528437	15052404	168863	4	261	1	13
