Time	wtime	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1677768684	1	404440	407664	0	613576	36320454	0	36005	0	75	1	333	2	0	0	1	1
1677768687	3	340914	617084	0	28090480	60645108	0	516301	4096	56362	746	57925	754	14	5	1	258
1677768688	5	323265	618508	0	28091504	60666052	0	516308	4096	157809	1436	159636	1445	14	5	1	258
1677768690	7	378967	678488	0	29453940	68266414	0	519015	4096	9949604	12761	9951947	12772	14	6	1	276
1677768692	9	374604	678576	0	29453940	69318172	0	529707	4096	16786565	21557	11130274	19929	14	7	1	276
1677768694	11	374048	678600	0	29453940	70513217	0	541851	4096	19489429	24368	11439527	21774	14	7	1	276
1677768696	13	374315	678908	0	29453940	72011265	0	553467	4096	19652604	25304	11603290	22713	15	8	1	276
1677768698	15	374395	678988	0	29453940	73062230	0	564687	4096	19787250	25899	11738452	23310	15	8	1	276
1677768700	17	374467	679060	0	29453940	74249661	0	576567	4096	19935920	26750	11888451	24168	15	9	1	276
1677768702	19	374541	679136	0	29453940	75455954	0	588315	4096	20069190	27311	12023608	24741	16	10	1	276
1677768704	21	374619	679216	0	29453940	76646341	0	599997	4096	2358311242	1572929	17453548	85064	16	10	1	276
1677768706	23	374683	679280	0	29453940	77698727	0	610887	4096	6755841807	4479796	28865449	213084	16	11	1	276
1677768708	25	374763	679360	0	29453940	78887694	0	622968	4096	11185350051	7408832	40112239	335106	17	11	1	276
1677768710	27	374891	679488	0	29454964	80053225	0	634868	4096	14399371473	9535189	47866381	417442	17	12	1	276
1677768712	29	374963	679560	0	29454964	81252780	0	646173	4096	19034869701	12599512	58814648	539846	17	12	1	276
1677768714	31	375072	679672	0	29454964	82448385	0	658680	4096	22384761091	14817836	67584709	626270	17	13	1	276
1677768716	33	375179	679780	0	29454964	83504163	0	669408	4096	23830297389	15775565	70701886	656018	18	13	1	276
1677768718	35	375451	680052	0	29454964	84696577	0	681328	4096	25569266275	16927973	74635050	692949	18	14	1	276
1677768720	37	375559	680160	0	29454964	85906430	0	693248	4096	28121213216	18617000	80052361	747367	18	15	1	276
1677768722	39	375655	680256	0	29454964	87098979	0	705219	4096	31102967477	20589819	86745383	814770	18	15	1	276
1677768724	41	375727	680328	0	29454964	88154282	0	716001	4096	34434860901	22793024	94385560	897229	19	16	1	276
1677768726	43	375814	680416	0	29454964	89343655	0	728325	4096	38020228642	25164156	102485865	985294	19	16	1	276
