Time	rx_bytes	rx_packets	tx_bytes	tx_packets	wtime	pss	rss	swap	vmem	nprocs	nthreads	rchar	read_bytes	wchar	write_bytes	stime	utime
1678045887	75	1	333	2	2	182402	185216	0	5531644	1	127	19545727	0	4096	4096	9	3
1678045889	7003200	8507	1050627	6776	4	2581431	5025080	0	166676160	33	227	33508073	0	693598	4096	15	37
1678045891	19612049	21756	2505676	16332	6	2579711	5023108	0	166664556	33	222	45979763	0	1942694	4096	16	88
1678045893	33287759	35559	3999003	25918	8	2662648	5105748	0	166746896	33	216	57861957	0	3248513	4096	16	136
1678045895	45072314	47181	5235308	33779	10	2593814	5036872	0	166675340	33	225	69467488	0	4431304	4096	17	179
1678045897	59514808	61201	6728234	43143	12	2623238	5066288	0	166702732	33	225	83234213	0	5821498	4096	18	234
1678045899	72847658	73943	8071681	51483	14	2617318	5060364	0	166697152	33	225	95639004	0	7096870	4096	18	283
1678045901	80431578	82763	9097324	59446	16	515103	4837640	0	157856436	33	205	105437855	0	8166794	4096	22	306
1678045903	1354822837	925863	11638268	86177	18	8143320	12551988	0	173156060	33	223	1397183567	0	8524972	4096	25	341
1678045905	2352578193	1586011	13481795	106276	20	10127044	14530124	0	175084080	33	227	2546199705	0	8863373	4096	26	367
1678045907	3512455346	2353298	15573504	129116	22	9179252	12097064	0	172602472	33	227	3678114254	0	9413200	4096	28	402
1678045909	4803606754	3207157	17825318	153931	24	10956729	13786296	0	174274716	33	227	4904582764	0	9945685	4096	29	433
1678045911	6167621588	4109244	20273219	181086	26	13648781	16477936	0	176949864	33	227	6217477250	0	10518237	4096	31	467
1678045913	7551686137	5024494	22680236	207642	28	16321482	19150328	0	179616728	33	226	7495296908	0	11178626	4096	32	501
1678045915	8943820896	5945173	25143959	234742	30	18851369	21679944	0	182140760	33	227	8796338084	0	11787559	4096	34	536
1678045917	10286828391	6833268	27547434	261415	32	16589200	19417636	0	179869256	33	227	10049764953	0	12394689	4096	35	573
1678045919	11701594608	7768786	29981220	288356	34	15809712	18638044	0	179081288	33	227	11384433674	0	12965297	4096	36	607
1678045921	12916376275	8572132	32137924	312226	36	15848584	18676856	0	179118060	33	226	12544716334	0	13475325	4096	37	637
1678045923	14315350409	9497257	34507511	338451	38	16808142	19636340	0	180097284	33	226	13893261292	0	14070925	4096	38	672
1678045925	15664819470	10389620	36928791	365286	40	16123257	18951380	0	179386260	33	226	15084956656	0	14680408	4096	39	707
1678045927	17063668238	11314631	39367865	392233	42	15760164	18588240	0	179018596	33	227	16406896074	0	15271047	4096	40	742
1678045929	18451516790	12232382	41738540	418466	44	15605702	18433716	0	178863048	33	226	17756493056	0	15860335	4096	41	777
1678045931	19844975143	13153889	44144132	445020	46	16509708	19337652	0	179772280	33	227	19090757800	0	16468934	4096	42	811
1678045933	21081640741	13971627	46286067	468620	48	17977743	20805640	0	181243288	33	227	20220977148	0	17060475	4096	43	842
1678045935	22382227949	14831779	48543332	493415	50	17769472	20597312	0	181027464	33	227	21433772918	0	17667433	4096	45	878
1678045937	23763630604	15745290	50977406	520289	52	16730299	19558068	0	179988184	33	226	22738776779	0	18274520	4096	46	912
1678045939	25130580260	16649255	53267415	545572	54	16327472	19155208	0	179583328	33	227	23976033143	0	18863655	4096	46	946
1678045941	26537470867	17579540	55652336	571839	56	16977098	19804800	0	180234664	33	227	25335638008	0	19492098	4096	47	982
1678045943	27788252401	18406704	57848869	596105	58	18412445	21240048	0	181671040	33	227	26516191945	0	20025316	4096	48	1012
1678045945	29154665687	19310298	60182871	621890	60	18618074	21445612	0	181872124	33	227	27749029574	0	20670459	4096	50	1049
1678045947	30475573308	20183823	62393180	646238	62	17157024	19984516	0	180408400	33	226	29071022136	0	21180892	4096	51	1083
1678045949	31902717905	21127448	64686931	671563	64	17035304	19862772	0	180298020	33	227	30394614338	0	21774414	4096	52	1118
1678045951	33293390804	22047049	67241103	699757	66	17142617	19970068	0	180391680	33	227	31716867352	0	22343809	4096	53	1152
1678045953	34745048621	23006919	69692621	726904	68	18629052	21456472	0	181875572	33	227	33106514796	0	23007714	4096	54	1188
1678045955	36039741296	23862990	71820185	750465	70	20033756	22861060	0	183291124	33	227	34286174977	0	23466458	4096	55	1222
1678045957	37469472499	24808349	74328357	778118	72	20541301	23368588	0	183781772	33	227	35649502989	0	24091199	4096	56	1258
1678045959	38864456936	25730788	76721167	804565	74	20560373	23387648	0	183791240	33	226	37013395670	0	24643993	4096	57	1293
1678045961	40384751199	26735938	79206507	832141	76	20711361	23538620	0	183936460	33	227	38415248574	0	25255367	4096	58	1329
1678045963	41589764519	27532820	81214857	854254	78	20617827	23445068	0	183842540	33	226	39530061217	0	25805036	4096	59	1360
1678045965	42848705233	28365382	83536017	879866	80	18694145	21521356	0	181915084	33	227	40704015603	0	26427868	4096	60	1395
1678045967	44119799191	29206010	85787924	904620	82	18181769	21008880	0	181400856	33	227	41906090337	0	26979831	4096	60	1428
1678045969	45510870762	30125901	88125181	930492	84	18143683	20971524	0	181224780	33	227	43336411354	0	27545567	4096	61	1463
1678045971	47083957909	31165685	90589409	958385	86	20102440	22934432	0	182955852	33	227	44667137667	0	27898832	4096	63	1499
1678045973	48632150969	32189362	93035898	985648	88	21257699	24090220	0	184094428	33	227	46335352164	0	28240866	4096	65	1537
1678045975	50110679154	33166848	95442940	1012490	90	22505635	25338136	0	185286796	33	227	47660274751	0	28770850	4096	66	1577
1678045977	51632951012	34173062	97846642	1039512	92	21240393	24072880	0	184011496	33	227	49025281046	0	29165619	4096	68	1616
1678045979	53248139533	35241006	100670031	1071166	94	19969769	22802244	0	182742368	33	227	50677140916	0	29486712	4096	69	1654
1678045981	54593031354	36130125	102755704	1094479	96	20016881	22849348	0	182777704	33	226	51856901894	0	29980292	4096	70	1692
1678045983	56195944834	37189817	105245774	1122394	98	20598137	23430592	0	183382560	33	227	53415767769	0	30359703	4096	71	1728
1678045985	57789450317	38243277	107720418	1150132	100	21253467	24085904	0	184012368	33	226	54903100776	0	30717151	4096	72	1767
1678045987	59168011705	39154683	109757386	1172705	102	22267827	25100248	0	185035096	33	227	56235678828	0	31192720	4096	74	1803
