Time	rx_bytes	rx_packets	tx_bytes	tx_packets	wtime	pss	rss	swap	vmem	nprocs	nthreads	rchar	read_bytes	wchar	write_bytes	stime	utime
1678042834	75	1	333	2	1	71689	74464	0	2772004	1	64	10995491	0	0	0	6	2
1678042836	514182	732	100294	645	3	499733	798264	0	24673124	5	31	22233378	0	81148	4096	13	6
1678042838	2283739	2903	340220	2314	5	512358	810720	0	24946752	5	30	23754210	0	301413	4096	13	12
1678042840	4014086	4789	540484	3638	7	512395	810668	0	24946064	5	30	25303219	0	524723	4096	13	18
1678042842	5936549	6889	766078	5141	9	524766	823004	0	24958780	5	31	27047522	0	765109	4096	14	24
1678042844	7541880	8509	937826	6235	11	513944	812156	0	24947372	5	31	28534752	0	982016	4096	14	30
1678042846	9297004	10178	1110391	7297	13	513580	811772	0	24946860	5	30	30188215	0	1221959	4096	14	36
1678042848	11148549	11957	1298091	8446	15	523899	822060	0	24957600	5	30	31918835	0	1460673	4096	14	43
1678042850	12990659	13621	1465414	9424	17	519443	817604	0	24952108	5	30	33636035	0	1706599	4096	14	49
1678042852	14635029	15150	1623884	10367	19	523009	821164	0	24955664	5	30	35221001	0	1933254	4096	14	55
1678042854	16461775	16825	1796767	11411	21	516654	811432	0	24945516	5	31	36948576	0	2177522	4096	14	61
1678042856	17995320	18193	1939299	12230	23	522382	817160	0	24951404	5	31	38467384	0	2396892	4096	14	67
1678042858	19727626	19753	2094367	13148	25	525950	820728	0	24954732	5	31	40048588	0	2621439	4096	14	73
1678042860	21496032	21324	2254504	14070	27	525086	819864	0	24953708	5	31	41824297	0	2872752	4096	14	79
1678042862	23091343	22749	2399538	14919	29	529198	823976	0	24958060	5	31	43278236	0	3084882	4096	14	85
1678042864	24932651	24417	2567210	15918	31	530777	821404	0	24954904	5	30	44991460	0	3329472	4096	14	92
1678042866	26695600	25967	2720458	16781	33	529357	819984	0	24953624	5	30	46642220	0	3570076	4096	14	98
1678042868	28468757	27466	2869211	17602	35	527753	818380	0	24951576	5	30	48371312	0	3815217	4096	14	104
1678042870	30056930	28848	3007828	18393	37	533013	823640	0	24956952	5	29	49856868	0	4032117	4096	14	110
1678042872	31747294	30298	3153464	19209	39	529853	820480	0	24953624	5	31	51502880	0	4262928	4096	15	116
1678042874	33403113	31719	3296611	20018	41	537372	824448	0	24957720	5	31	53084705	0	4489442	4096	15	122
